4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
1,2008,9,9,9,9,9,9
0,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
0,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
0,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,1,2,9,2,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
3,2008,9,9,9,9,2,2
0,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,1,2,9,2,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,1,1,1,2,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
8,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
0,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,1,1,2,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
0,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,2,9,1,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,1,1,2,1,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
0,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
1,2008,9,9,9,9,2,2
0,2008,9,9,9,9,2,2
1,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
1,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
1,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,2,2,9,2,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,1,1,1,2,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
8,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
4,2008,9,9,9,9,2,2
1,2008,9,9,9,9,9,9
1,2008,9,9,9,9,9,9
4,2008,9,9,9,9,9,9
4,2008,9,9,9,9,2,2
0,2008,9,9,9,9,9,9
